artist,album,album_art,scrobb_num
Diet Cig,Swear I'm Good At This,https://lastfm.freetls.fastly.net/i/u/300x300/7e65cb33559a52e482540e4bdd229bd6.jpg,1
Diet Lite,Into The Pudding,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,2
Diet Lite,Into The Pudding,https://lastfm.freetls.fastly.net/i/u/300x300/755a06c836961e4f8b292985ab1cca49.png,29
Diet Lite,Lightning McQueen,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Dignan Porch,Hounded,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,4
Dijon,Absolutely,https://lastfm.freetls.fastly.net/i/u/300x300/ef271e2c74fd7d27cc8aa3ac0b709502.jpg,1
Dinah Washington,What A Diff'rence A Day Makes! (Expanded Edition),https://lastfm.freetls.fastly.net/i/u/300x300/4e6dd8305f5d319da528d989aab0ceaf.jpg,1
Diners,Domino,https://lastfm.freetls.fastly.net/i/u/300x300/7c45fa947aa0a9eaaab0a1997dca2fca.jpg,1
Dion,Girl Friends,https://lastfm.freetls.fastly.net/i/u/300x300/a93711f2e6e90ab9db5cae9bd0f2f21f.jpg,1
Dire Straits,Dire Straits,https://lastfm.freetls.fastly.net/i/u/300x300/b00d5abfbb9eb96a4c11491005a06694.png,2
Divorce,Gears,https://lastfm.freetls.fastly.net/i/u/300x300/1fd0dfb6c42c89b7969efb55231a1b63.jpg,1
Dj Gummy Bear,All Night Long,https://lastfm.freetls.fastly.net/i/u/300x300/283ad18e37e03012a7e83aa08140ba07.jpg,1
Djo,DECIDE,https://lastfm.freetls.fastly.net/i/u/300x300/ffdc425993df98b4a3d40d92dcc2a331.jpg,1
Doechii,Alligator Bites Never Heal,https://lastfm.freetls.fastly.net/i/u/300x300/7860c303862f4cd1d1101f7e5726661b.png,20
Doechii,NISSAN ALTIMA,https://lastfm.freetls.fastly.net/i/u/300x300/94a0064fa4c8807e302d6b934ad3cecd.png,1
Doechii,ROCKET,https://lastfm.freetls.fastly.net/i/u/300x300/87930e633da615da1303f8896130c240.png,1
Doja Cat,Paint the Town Red,https://lastfm.freetls.fastly.net/i/u/300x300/62ec57b826d21856fa65ec1d09cedd08.jpg,1
Doja Cat,Planet Her,https://lastfm.freetls.fastly.net/i/u/300x300/2321c0b23c484ab566746c0dddfc777b.png,1
Doja Cat,Planet Her (Deluxe),https://lastfm.freetls.fastly.net/i/u/300x300/daf5b860d0a3f0718e7f9dfd2b520b42.jpg,1
Doja Cat,Scarlet,https://lastfm.freetls.fastly.net/i/u/300x300/47dbda956c44d06fc1a4f8dbf1c77f00.jpg,1
Dolly Parton,Jolene,https://lastfm.freetls.fastly.net/i/u/300x300/32fb849d715312319ba2da813615db59.png,1
Domestic Terminal,All The Stories Left To Tell,https://lastfm.freetls.fastly.net/i/u/300x300/67b992939404f07b6bd5f9f958549107.jpg,1
Dominic Fike,14 MINUTES,https://lastfm.freetls.fastly.net/i/u/300x300/0637fab4f65f73cdc443b254ef85bf29.jpg,6
Dominic Fike,"Don't Forget About Me, Demos",https://lastfm.freetls.fastly.net/i/u/300x300/1f4447aa5510de93f025a475f6bdad33.jpg,1
Dominic Fike,What Could Possibly Go Wrong,https://lastfm.freetls.fastly.net/i/u/300x300/5a012a2d2b06dcf28450639bd11238d8.png,3
Don Toliver,Attitude (feat. Charlie Wilson & Cash Cobain),https://lastfm.freetls.fastly.net/i/u/300x300/946e764ab9a9394af3e735ca3173de22.jpg,2
Donna Summer,She Works Hard for the Money,https://lastfm.freetls.fastly.net/i/u/300x300/ca9ced5b9e02401cc0dc14677d12876c.png,1
Donnie Dynamite,The Outerworld Saga,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Donovan Woods,Without People,https://lastfm.freetls.fastly.net/i/u/300x300/be2b57e371b502de12bea86a41d8a902.jpg,1
Doohickey Cubicle,Cannoli Filling,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Doomtree,No Kings,https://lastfm.freetls.fastly.net/i/u/300x300/8dbd6804825e43ddb48b789b6c75b335.jpg,1
Dopapod,Radar,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Dope Lemon,Honey Bones,https://lastfm.freetls.fastly.net/i/u/300x300/c89ec9148bef335a31d9816a1fc760c5.png,1
Dora Jar,No Way To Relax When You Are On Fire,https://lastfm.freetls.fastly.net/i/u/300x300/aef17076b4673acacf72b5981b26b089.png,8
Dora Jar,Ragdoll,https://lastfm.freetls.fastly.net/i/u/300x300/66381b6d508326c89888502b806b5582.jpg,1
Doris Day,Golden Girl (The Columbia Recordings 1944-1966),https://lastfm.freetls.fastly.net/i/u/300x300/024135c5a5c3507171eaad88cf44a997.jpg,2
Dote,White Wine,https://lastfm.freetls.fastly.net/i/u/300x300/226a78876589155253e18716bc2f34f4.jpg,1
Double Vision,New York,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Doug Firebaugh,Performance One,https://lastfm.freetls.fastly.net/i/u/300x300/1092f1b7356c1b82260b6c73e3cf5c15.jpg,1
Downhaul,How To Begin,https://lastfm.freetls.fastly.net/i/u/300x300/bb2a8707b42d0e337b01c708f5298d63.jpg,12
Dr. Dog,Be the Void (Deluxe Edition),https://lastfm.freetls.fastly.net/i/u/300x300/9c862d7c6923404f92a32687aae6e66f.jpg,1
Dr. Dog,Dr. Dog,https://lastfm.freetls.fastly.net/i/u/300x300/2be004ff4d1b83e162dfce2a80f0f306.jpg,5
Drake,Family Matters,https://lastfm.freetls.fastly.net/i/u/300x300/994bfcc6194d5c7870db1a9b64b5e828.jpg,3
Drake,For All the Dogs,https://lastfm.freetls.fastly.net/i/u/300x300/affa1d5df8b9141db4078541fdb3663f.jpg,1
Drake,Push Ups,https://lastfm.freetls.fastly.net/i/u/300x300/428d07c072bb481f76cea074321ca963.jpg,3
Dream Sitch,Dream Sitch,https://lastfm.freetls.fastly.net/i/u/300x300/9732749a846b3f83d604650470b2aeac.jpg,1
Dream Wife,So When You Gonna...,https://lastfm.freetls.fastly.net/i/u/300x300/9d025e87aa67bb159841a7cbc471402e.jpg,3
DreamAge,BERLIN,https://lastfm.freetls.fastly.net/i/u/300x300/8659d1a85accc6209d570437108b8e52.jpg,1
Dreams Ahead,time to call,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Dreamville,Creed III: The Soundtrack,https://lastfm.freetls.fastly.net/i/u/300x300/2089b187eb492cba7e1aa62ad44ada55.jpg,1
Dresses,Lonely One EP,https://lastfm.freetls.fastly.net/i/u/300x300/f4ebf7e1bec324ee293f5eeb7b781254.png,3
Drowners,Drowners,https://lastfm.freetls.fastly.net/i/u/300x300/9cb3a8776d8d4591c512420cc8f0667d.png,3
Drug Cabin,Wiggle Room,https://lastfm.freetls.fastly.net/i/u/300x300/7c8d2f8efa874383c371d000d7d47237.jpg,4
Drug Cabin,Yard Work,https://lastfm.freetls.fastly.net/i/u/300x300/c50cd182a195403dc0f3632047756c0c.jpg,2
Drumming Bird,Born in Time/Election Day in the Red State,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,2
Du Blonde,TV Star,https://lastfm.freetls.fastly.net/i/u/300x300/06560b3d0c3fd73d2d5687d33dc57d1c.jpg,2
Dua Lipa,Radical Optimism,https://lastfm.freetls.fastly.net/i/u/300x300/61142d75132f34727c7637bc5b00bc60.png,5
Ducks Ltd.,Ducks Ltd. on Audiotree Live,https://lastfm.freetls.fastly.net/i/u/300x300/f5e876d1d0dd40ed85d3e27d1c7f3499.png,1
Ducks Ltd.,Get Bleak,https://lastfm.freetls.fastly.net/i/u/300x300/e41b32621c6d127c94547c36a868b7aa.jpg,1
Ducks Ltd.,Harm's Way,https://lastfm.freetls.fastly.net/i/u/300x300/edc20f0161c26f7762808002e2a25d49.jpg,65
Ducks Ltd.,Modern Fiction,https://lastfm.freetls.fastly.net/i/u/300x300/c62331b42f05512c551354a53a738ecc.jpg,7
Ducks Ltd.,Train Full of Gasoline,https://lastfm.freetls.fastly.net/i/u/300x300/6d1370616aee9a95d288583983bc58b1.jpg,1
Ducks Ltd.,When You're Outside,https://lastfm.freetls.fastly.net/i/u/300x300/da837fd62d94ee950462e5fd55f3109d.jpg,1
Duffy,Rockferry,https://lastfm.freetls.fastly.net/i/u/300x300/910dd086df13d11972b39855b6ca5386.png,1
Duke & Jones,Jiggle Jiggle,https://lastfm.freetls.fastly.net/i/u/300x300/038d55792155b0f013f5554d2b56f41f.jpg,1
Duke Robillard,Roll With Me,https://lastfm.freetls.fastly.net/i/u/300x300/6b573b0b4aa5b8c0481fe3b93eec8f50.jpg,12
Dummy,Nullspace,https://lastfm.freetls.fastly.net/i/u/300x300/aa4b3445498fcb5fd96ad9c04d98a3cd.jpg,1
Dune Rats,Cheapskate,https://lastfm.freetls.fastly.net/i/u/300x300/5272281a849a575be2e514d2ed783d82.jpg,1
Dune Rats,Real Rare Whale,https://lastfm.freetls.fastly.net/i/u/300x300/7b11a527b934245ad027e5267011fc32.jpg,1
Durry,Suburban Legend,https://lastfm.freetls.fastly.net/i/u/300x300/3ef74fc492b2344228af8fa29af13366.jpg,41
Dustbowl Revival,The Exception,https://lastfm.freetls.fastly.net/i/u/300x300/67089f1b63bab99d5e93819785dd90be.jpg,1
Dustin Kensrue,Desert Dreaming,https://lastfm.freetls.fastly.net/i/u/300x300/a7fc9e67a3202fd3174d02b428fa38a2.jpg,2
Dusty Leigh,Impolite Gentlemen,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,10
Dusty Springfield,Dusty In Memphis [Deluxe Edition],https://lastfm.freetls.fastly.net/i/u/300x300/1266116cbf8b2a3bca2346a45b112d61.jpg,1
Dusty Springfield,Stay Awhile / I Only Want To Be With You,https://lastfm.freetls.fastly.net/i/u/300x300/4f5535ae0100433f7209df07d1f34d27.png,1
Dutch Interior,Blinded by Fame,https://lastfm.freetls.fastly.net/i/u/300x300/0e3fc5ce51b86bb3c7bc7093d191f336.jpg,1
Dwight Twilley Band,Twilley Don't Mind,https://lastfm.freetls.fastly.net/i/u/300x300/206c5590b4ff404ea8fc331c6bc2b9c3.jpg,1
Dylan Bishop,Waltzes,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Dylan LeBlanc,Coyote (Expanded Edition),https://lastfm.freetls.fastly.net/i/u/300x300/ce344fe95223086bb01eda465004aa7d.jpg,2
Dylan Sherry,Sometimes Always / Come On,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Dënver,Fuera de campo,https://lastfm.freetls.fastly.net/i/u/300x300/47d1093e224949bebf0f81dfa7dff4da.jpg,2
E L U C I D,REVELATOR,https://lastfm.freetls.fastly.net/i/u/300x300/2dd0e77f72661b7264cb953036cbd833.jpg,1
EPMD,Business Never Personal,https://lastfm.freetls.fastly.net/i/u/300x300/145ef3e3454b66ebe3729ab731e90c0a.jpg,2
ETTA MARCUS,Theatre,https://lastfm.freetls.fastly.net/i/u/300x300/051e53c59df2105f2cb479064d00ee66.png,1
EVNTYD,In Motion,https://lastfm.freetls.fastly.net/i/u/300x300/d59bb0b2feecad03c310123412f6dc1e.jpg,1
EVNTYD,Suffer Me,https://lastfm.freetls.fastly.net/i/u/300x300/b633bcd3c56f34c93930dfab3e94b7d7.jpg,1
EXO,DON’T MESS UP MY TEMPO – The 5th Album,https://lastfm.freetls.fastly.net/i/u/300x300/a5e36706e7d380e7422cea927b4e6c15.gif,1
Eamon Fogarty,I'm an animal now,https://lastfm.freetls.fastly.net/i/u/300x300/eb6ae78fa65d79b3007d01f69b8b3027.jpg,1
Earth,Raise!,https://lastfm.freetls.fastly.net/i/u/300x300/6557cd66e080b73c4db41b09013afa9c.png,1
Earth,That's the Way of the World,https://lastfm.freetls.fastly.net/i/u/300x300/23981d559166450b8eceac1b6139fff6.jpg,1
Earth,"The Best of Earth, Wind & Fire Vol. 1",https://lastfm.freetls.fastly.net/i/u/300x300/54accda6ae60b9753c4ca4ff018e335b.jpg,1
Easy Sleeper,A Sacred Way of Living,https://lastfm.freetls.fastly.net/i/u/300x300/2ff04cff4c3d8a79e3fd6d194e1b312e.jpg,24
Ed Sheeran,x,https://lastfm.freetls.fastly.net/i/u/300x300/8ae7d5eb541349cac979e5ef89dacc0a.png,1
Eddie Noack,Ain't The Reaping Ever Done? (1962-1976),https://lastfm.freetls.fastly.net/i/u/300x300/5c58f8fc552b7538d2d739b7810caaaa.jpg,1
Eddie Noack,Presenting Eddie Noack,https://lastfm.freetls.fastly.net/i/u/300x300/caf7838766b5a628be12d7679e1e65d1.jpg,1
Eddie Vedder,Into The Wild (Music for the Motion Picture),https://lastfm.freetls.fastly.net/i/u/300x300/43c24fe50c2848c083c1a6cc3483c971.png,1
Edward Sharpe & The Magnetic Zeros,Up From Below,https://lastfm.freetls.fastly.net/i/u/300x300/ec17718328664ea48ea93e63794bc352.png,1
Edy Ocean,In the Wetlands,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,2
Ekko Astral,devorah,https://lastfm.freetls.fastly.net/i/u/300x300/2f708c85674261f314e3c2ccb83ee5fb.png,2
El Goodo,Coyote,https://lastfm.freetls.fastly.net/i/u/300x300/abaf6a1d55474353c328240735b8d4bc.jpg,1
El Michels Affair,Glorious Game,https://lastfm.freetls.fastly.net/i/u/300x300/4855c60cc3ba5068390eac3d3ae3fb06.jpg,1
Elaine Stritch,Stritch,https://lastfm.freetls.fastly.net/i/u/300x300/b11c240fe1c045dcc5c23ac36f12a3bf.png,1
Elena Carat,Madrugada,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,2
Eliades Ochoa,Guajiro,https://lastfm.freetls.fastly.net/i/u/300x300/5acc1dcb9965d3650ece293914cf0de3.jpg,2
Elijah Johnston,Hometown Vampire,https://lastfm.freetls.fastly.net/i/u/300x300/4429cfe8817e5e0c0b0f96bedbfe5561.jpg,1
Eline Thorp,Not Meant to Be,https://lastfm.freetls.fastly.net/i/u/300x300/56a795db8ffa266f2701a0d6568e219b.png,1
Elis Noa,I Was Just About To Leave,https://lastfm.freetls.fastly.net/i/u/300x300/d90364fab246b709fd80722b9938e8ff.jpg,1
Eliza & The Delusionals,Make It Feel Like The Garden,https://lastfm.freetls.fastly.net/i/u/300x300/12f3455a8c95d8cd6796bcb6293a8f5a.jpg,2
Eliza Mclamb,Doing Fine,https://lastfm.freetls.fastly.net/i/u/300x300/ea8ec4cd96f48a5d51d19ff01481c0aa.jpg,2
Eliza Mclamb,Going Through It,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,5
Eliza Mclamb,Going Through It,https://lastfm.freetls.fastly.net/i/u/300x300/834c05bf12fdf0ff653fa641d8c02e5a.jpg,77
Eliza Mclamb,Memos,https://lastfm.freetls.fastly.net/i/u/300x300/6107a99dda6e8ebf4f0291962cb41c1e.jpg,3
Eliza Mclamb,Pulp,https://lastfm.freetls.fastly.net/i/u/300x300/c9f8b66e303bb8339eff8d805835e6f1.jpg,1
Eliza Mclamb,Salt Circle,https://lastfm.freetls.fastly.net/i/u/300x300/e9bbe10560904e9a6bde70d71e4c7f90.jpg,4
Elizabeth Cotten,Freight Train And Other North Carolina Folk Songs And Tunes,https://lastfm.freetls.fastly.net/i/u/300x300/46fba64c79a34991bc9a814dc92102d8.jpg,2
Ella Fitzgerald,Brighten the Corner,https://lastfm.freetls.fastly.net/i/u/300x300/18e9963200391dc4174f58873e940af8.jpg,1
Ella Langley,made it out of mexico (acoustic),https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Ellie Gowers,"You, The Passenger",https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,6
Ellie Jackson,China Lights,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,2
Ellie Jackson,Dinner with a Friend / Dream Girl,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,4
Ellie Jackson,Underneath Us,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Elliott Smith,Either/Or,https://lastfm.freetls.fastly.net/i/u/300x300/9597a3b25436611d117167eec2c80dc5.jpg,1
Elliott Smith,From a Basement on the Hill,https://lastfm.freetls.fastly.net/i/u/300x300/703bc44a2aba153597e762c4a6854f98.jpg,1
Elliott Smith,Roman Candle,https://lastfm.freetls.fastly.net/i/u/300x300/07441d66b4e0aba40c7108b572549774.png,3
Eloise,Drunk On A Flight,https://lastfm.freetls.fastly.net/i/u/300x300/f622f3671b7ddf10949f13757c38e7a9.jpg,1
Elton John,Goodbye Yellow Brick Road,https://lastfm.freetls.fastly.net/i/u/300x300/4d4e915760f54d96cd76c9919ff22e65.png,1
Elton John,Goodbye Yellow Brick Road (Remastered),https://lastfm.freetls.fastly.net/i/u/300x300/8c31fd884271a9dd3a59c068df05cfd0.jpg,1
Elvis Costello,My Aim Is True,https://lastfm.freetls.fastly.net/i/u/300x300/9fc60f7a2236784d155a6a2ef6007f53.jpg,1
Embrace,Out of Nothing,https://lastfm.freetls.fastly.net/i/u/300x300/a5a12d07419a4ef5ce42b2db1b5868d3.jpg,3
Emeli Sandé,Long Live the Angels (Deluxe),https://lastfm.freetls.fastly.net/i/u/300x300/032f9e2cfd1db11e545ba3691698e519.jpg,2
Emerson Bruno,"Sincerely, From All of Us Without a Fighting Chance",https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emilie Roberts,In Love With La,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emily Browning,God Help The Girl (Original Soundtrack),https://lastfm.freetls.fastly.net/i/u/300x300/d30f473fc975aad3637f0ce0d70ec67f.jpg,2
Emily Nenni,Hell of a Woman,https://lastfm.freetls.fastly.net/i/u/300x300/49016740438791744d52b7db9245e0d1.jpg,6
Emily Nenni,Long Game,https://lastfm.freetls.fastly.net/i/u/300x300/973cf5d808f332fb7a18c5d610ecf855.jpg,1
Emily Yacina,Remember the Silver,https://lastfm.freetls.fastly.net/i/u/300x300/9e218ae35f4a616724ac448b63cc20e1.jpg,2
Emily Yacina,katie,https://lastfm.freetls.fastly.net/i/u/300x300/f42b8a328590c1fa8718e865181d3cce.jpg,2
Emilíana Torrini,Miss Flower,https://lastfm.freetls.fastly.net/i/u/300x300/4aea32661d87fd39e930f1e706e9d324.png,10
Eminem,Recovery,https://lastfm.freetls.fastly.net/i/u/300x300/ee16dc01c93643b288b60e9806c1e68b.png,1
Eminem,The Death of Slim Shady (Coup de Grâce),https://lastfm.freetls.fastly.net/i/u/300x300/912a3fbec6b2c7e8cf7223319940810f.jpg,3
Eminem,Tobey (feat. Big Sean and BabyTron),https://lastfm.freetls.fastly.net/i/u/300x300/c94786e43bba279bc5a28967814d228f.jpg,1
Emitt Rhodes,The Emitt Rhodes Recordings (1969-1973),https://lastfm.freetls.fastly.net/i/u/300x300/0bc0a473c42d4b25a45bd48229fd650d.jpg,1
Emmett Mulrooney,Bliss,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,Dopamine,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,Fiend,https://lastfm.freetls.fastly.net/i/u/300x300/5adc2439f65659de04036f36a5785e0c.jpg,1
Emmett Mulrooney,Fool,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,Growing Up,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,IDC 4 TODAY,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,Kids,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,Love and Life,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,Marathon,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,SOUTHSIDE,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,She Likes My Style,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmett Mulrooney,Sunset Wife,https://lastfm.freetls.fastly.net/i/u/300x300/ec333ba974f35163e612799a9b2fd2dc.jpg,1
Emmett Mulrooney,favorite flower,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmitt James,It's Giving Healed Black Man,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,13
Emmitt James,Leveled Up,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Emmitt James,Undeniably Ground-Breakingly Excellent,https://lastfm.freetls.fastly.net/i/u/300x300/beb6e4689e3daa81e5f4ac1e23d04ee0.jpg,16
Emmy Jo,Blinders,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,2
Empire of the Sun,Ask That God,https://lastfm.freetls.fastly.net/i/u/300x300/41894236e2df21f5a0821179a03efd7c.jpg,15
Empire! Empire! (I Was a Lonely Estate),You Will Eventually Be Forgotten,https://lastfm.freetls.fastly.net/i/u/300x300/d36ca62b25444ee9cec425e58c0ec47b.png,2
Empress Of,Like Someone I Know: A Celebration of Margo Guryan,https://lastfm.freetls.fastly.net/i/u/300x300/77cee9c6b0b8d5b9db3d2dbbc063c42b.png,1
Empress Of,Someone I Know,https://lastfm.freetls.fastly.net/i/u/300x300/8dd1432f89474648b03dfdf285186938.png,1
Empty Heaven,Laughing,https://lastfm.freetls.fastly.net/i/u/300x300/a64e895891aed80143f0de4c2b79b90f.png,2
En Attendant Ana,Principia,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
End Credits,Daisy Jones & The Six,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
End Credits,In Five Years,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
English Teacher,This Could Be Texas,https://lastfm.freetls.fastly.net/i/u/300x300/9869939c291c6bb023fd68ce600e490b.jpg,7
Enough Cereals,Chillhop Essentials Spring 2024,https://lastfm.freetls.fastly.net/i/u/300x300/a1a223edcc435850d20a17fd4349e058.jpg,1
Enter The Haggis,Soapbox Heroes,https://lastfm.freetls.fastly.net/i/u/300x300/c3bf7b3b363a4815a6143d28d6debbe3.jpg,1
Enter The Haggis,Swallowed By A Whale,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,3
Enumclaw,Change,https://lastfm.freetls.fastly.net/i/u/300x300/2e43d6ef725bbac31bb8b3d5e9f719ee.jpg,1
Enumclaw,Home In Another Life,https://lastfm.freetls.fastly.net/i/u/300x300/529cbe9789cf3b679b158b3508086961.jpg,4
Enya,"Themes from ""Calmi Cuori Appassionati""",https://lastfm.freetls.fastly.net/i/u/300x300/858a12cfb95244cda5400a4c2d245ea2.jpg,2
Epigraph,In Five Years,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Eric Bibb,In The Real World,https://lastfm.freetls.fastly.net/i/u/300x300/1773417d1a24a12e6739df287e99b0ea.jpg,1
Eric Legnini Trio,Ballads,https://lastfm.freetls.fastly.net/i/u/300x300/51cb4d07939e4dad9de3c3ddde6f2e0c.jpg,1
Eric Long,As Blue As Blue Gets,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Erick The Architect,Self Made,https://lastfm.freetls.fastly.net/i/u/300x300/db5630b68b770d4ecadbf20c0c3cc52d.jpg,1
Erika de Casier,Still,https://lastfm.freetls.fastly.net/i/u/300x300/4ebbf4d8d460f7e96d931a42f9b465b4.jpg,3
Esperanza Spalding,Não Ao Marco Temporal,https://lastfm.freetls.fastly.net/i/u/300x300/f910336d782cad955188b4811e8f1642.jpg,1
Esther Rose,Handyman (GemsOnVHS Field Recording),https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Esther Rose,Safe 2 Run (versions),https://lastfm.freetls.fastly.net/i/u/300x300/64ae22bef34754eca1f7980731e48aa3.jpg,1
Esther Rose,Safe to Run,https://lastfm.freetls.fastly.net/i/u/300x300/e5b14321956ee42700b99020e3078e5a.jpg,1
Esther Rose,This Time Last Night,https://lastfm.freetls.fastly.net/i/u/300x300/21f956926b2b43f3f901ccde545ceb81.jpg,7
Ethan Tasch,Got Him!,https://lastfm.freetls.fastly.net/i/u/300x300/cd2ef21aa4fecf7da6c73982a3e35bbf.png,4
Ethansroom,NA NA,https://lastfm.freetls.fastly.net/i/u/300x300/f0885d98e90556cdfa8b98c0f805a2cb.jpg,4
Ethel,The Burden of Fever Dreams,https://lastfm.freetls.fastly.net/i/u/300x300/6561caf1c8368cc1e9df18f0e084ddc1.jpg,1
Ethel Cain,American Football (Covers),https://lastfm.freetls.fastly.net/i/u/300x300/7db6001ac5116427637b2250a6d93ad0.jpg,1
Etta James,At Last!,https://lastfm.freetls.fastly.net/i/u/300x300/d3f7ba76cc53ab3881efcb6c4da1422f.png,3
Etta James,Tell Mama,https://lastfm.freetls.fastly.net/i/u/300x300/f40ca0a4db9cecdec6afc6769eb06cb3.jpg,1
Eurythmics,Sweet Dreams (Are Made Of This),https://lastfm.freetls.fastly.net/i/u/300x300/5604bdecf2e9e7561307636abef7663b.jpg,1
Eurythmics,Sweet Dreams (Are Made of This),https://lastfm.freetls.fastly.net/i/u/300x300/188db83e53e7bf624513a40e6672a5ae.png,1
Evangeline,I Wanna Be There,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1
Evening Elephants,Succubus,https://lastfm.freetls.fastly.net/i/u/300x300/63de6c9f3dbc3bcc4051a3b2afe9a261.jpg,1
Everyone Asked About You,We're All Losing It,https://lastfm.freetls.fastly.net/i/u/300x300/d42d6812c12fec88730ddf1f13e452b8.png,1
Everything Everything,Cold Reactor,https://lastfm.freetls.fastly.net/i/u/300x300/59f40ab777b3e58e25c5f6c471fad828.jpg,1
Everything Everything,Mountainhead,https://lastfm.freetls.fastly.net/i/u/300x300/784d1dfb86d4c499a060af271fc309a4.jpg,14
Everything Everything,RE-ANIMATOR,https://lastfm.freetls.fastly.net/i/u/300x300/b2ac8a0af4f5100f4f95085130db6051.jpg,1
Evil Needle,Chillhop Essentials Spring 2024,https://lastfm.freetls.fastly.net/i/u/300x300/997906391ad0b87cf238c77daa48ff3f.jpg,1
