Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,track_count
7GB9E4vGDmpOpk47WmrpDC,To Get It Right,Revelator,Phosphorescent,2024-04-05,415957,22,mmr4r23xnc6oh1c77lysfbqg4,2024-04-06T20:40:43Z,"alternative americana,chamber pop,countrygaze,indie folk,indie rock,stomp and holler,swedish americana",Verve,0.366,0.613,11.0,-7.539,1.0,0.0352,0.373,0.000282,0.138,0.333,144.858,4.0,9
62R903SYfJm79xxLhjEhyW,Real House,Bright Future,Adrianne Lenker,2024-03-22,358850,48,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.471,0.0333,1.0,-17.571,1.0,0.0612,0.977,0.0,0.121,0.186,112.249,4.0,12
1UpXhetX1s5OXTY5fRjWvu,Sadness As A Gift,Bright Future,Adrianne Lenker,2024-03-22,259015,55,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.53,0.277,9.0,-11.037,1.0,0.031,0.862,0.0,0.112,0.358,115.34,4.0,12
4jGfNIAPEJNpHoGm4r5znR,Fool,Bright Future,Adrianne Lenker,2024-03-22,174539,50,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.513,0.356,3.0,-12.059,1.0,0.0322,0.913,0.0011,0.101,0.77,143.837,3.0,12
07LZPF6LzXu19GhVyqWF81,No Machine,Bright Future,Adrianne Lenker,2024-03-22,180495,53,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.345,0.179,7.0,-10.614,1.0,0.0317,0.983,0.000123,0.116,0.326,150.057,4.0,12
3zGhR60NOVSgtzNEQNcHav,Free Treasure,Bright Future,Adrianne Lenker,2024-03-22,215514,53,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.495,0.196,1.0,-9.992,1.0,0.0333,0.915,0.0,0.152,0.375,76.47,4.0,12
2DSxUFEL5v1YT8CwYzhWyf,Vampire Empire,Bright Future,Adrianne Lenker,2024-03-22,235178,52,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.398,0.515,7.0,-6.036,1.0,0.0628,0.865,3.43e-06,0.0968,0.692,86.707,3.0,12
1GRLxWFbZZZGF8mQw2BKSY,Evol,Bright Future,Adrianne Lenker,2024-03-22,254263,49,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.238,0.131,1.0,-12.652,1.0,0.0365,0.977,0.0,0.0915,0.376,205.35,4.0,12
7lX3MvcB1Rnecn53Z3FTfA,Candleflame,Bright Future,Adrianne Lenker,2024-03-22,154777,44,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.627,0.122,7.0,-15.092,1.0,0.0358,0.884,2.68e-05,0.0704,0.422,108.435,4.0,12
2BSnnyfltzvOkM1hJrsZfj,Already Lost,Bright Future,Adrianne Lenker,2024-03-22,207822,44,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.542,0.325,0.0,-9.94,1.0,0.027,0.831,0.0,0.317,0.381,91.145,4.0,12
2qUoLYCGQGJPlEM99tKd3t,Cell Phone Says,Bright Future,Adrianne Lenker,2024-03-22,158065,43,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.583,0.12,1.0,-13.707,1.0,0.0379,0.925,6.54e-06,0.0763,0.34,108.242,3.0,12
789Uf6zgvPqwbCcpw6zSiI,Donut Seam,Bright Future,Adrianne Lenker,2024-03-22,145738,47,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.475,0.165,8.0,-10.198,1.0,0.0367,0.911,0.0,0.148,0.551,125.331,4.0,12
3cGZNocKeVtXgjugVYuMyi,Ruined,Bright Future,Adrianne Lenker,2024-03-22,272800,45,mmr4r23xnc6oh1c77lysfbqg4,2024-04-09T15:23:40Z,"countrygaze,indie pop,small room",4AD,0.402,0.129,5.0,-12.454,1.0,0.0417,0.978,3.27e-05,0.0929,0.16,108.915,4.0,12
0tduSYti0mY7p8j5AIO4Pg,I'm Back,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,179791,52,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.584,0.463,0.0,-10.142,1.0,0.0379,0.919,0.00112,0.0952,0.348,131.032,4.0,20
6LK3rmeoEfVYtH8B6qbwZg,DOING IT AGAIN BABY,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,145272,51,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.579,0.898,5.0,-5.221,1.0,0.0432,0.00616,5.25e-06,0.425,0.76,129.959,4.0,20
49oNAMh9RBScs4HXZJgvgl,Too Much,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,183473,56,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.53,0.609,5.0,-5.977,0.0,0.0625,0.233,7.75e-06,0.108,0.378,161.973,4.0,20
2X05EASOuBv6aRQRJoGI1i,Phantom Pain,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,171745,46,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.358,0.832,4.0,-5.476,1.0,0.0961,0.0471,3.85e-06,0.29,0.282,155.167,4.0,20
34qaGPDvfWqp3F4iD5nGhf,You Need Me Now? (feat. Sabrina Carpenter),I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,186377,66,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie,pop",Columbia,0.543,0.854,7.0,-4.4,0.0,0.172,0.00397,0.0,0.0335,0.644,144.037,4.0,20
0OAye4UT21h2iC72vGVuqC,A Night To Remember,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,170107,49,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.48,0.577,0.0,-10.167,1.0,0.119,0.386,0.00137,0.113,0.162,149.801,4.0,20
5ZNxEg7CJo2zSdOXLrv1kW,Pick Me,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,182913,45,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.477,0.402,10.0,-7.7,1.0,0.0305,0.307,7e-06,0.291,0.23,132.805,4.0,20
43bVi48NVZVDClxsXksTtC,Ugly Side,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,174847,45,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.622,0.593,0.0,-7.464,1.0,0.0472,0.0996,0.00565,0.115,0.688,89.962,4.0,20
1WFNU6zWFu5BpSiQOAVTAO,New Love,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,172007,48,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.239,0.789,1.0,-6.203,1.0,0.0421,0.00662,0.00831,0.488,0.358,79.375,4.0,20
66ex88O0p8fmw7ShFLlmmC,★★★★★,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,109919,43,mmr4r23xnc6oh1c77lysfbqg4,2024-04-13T22:18:59Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.573,0.734,0.0,-9.138,0.0,0.16,0.0816,0.00398,0.0643,0.54,128.767,4.0,20
5HoSS4bFw8u6IKvPdlS3N7,Band Aid,Love Letters,Janelane,2024-04-12,254711,3,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.503,0.924,9.0,-4.638,1.0,0.0369,4.58e-05,0.105,0.0905,0.893,127.022,4.0,10
7JJ364qk9SXCziTXZdznyb,Dance Floor,Love Letters,Janelane,2024-04-12,214645,5,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.508,0.905,2.0,-4.323,1.0,0.0271,0.000351,3.53e-05,0.104,0.603,104.97,4.0,10
7yHgt7p1ONtWtcPVD5UK2X,Useless,Love Letters,Janelane,2024-04-12,183658,3,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.454,0.933,6.0,-4.384,1.0,0.0391,3.09e-06,0.00771,0.376,0.671,139.986,4.0,10
0HZzb62THmHLTxSIMJ16lV,One Way Streets,Love Letters,Janelane,2024-04-12,181036,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.532,0.548,9.0,-5.828,1.0,0.0257,0.106,0.0287,0.114,0.402,88.013,4.0,10
2uh1S91EFLiCxacuQG4qlg,Love Letters,Love Letters,Janelane,2024-04-12,288455,4,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.378,0.697,7.0,-4.673,1.0,0.0272,0.0427,0.00482,0.0947,0.152,146.863,3.0,10
2wcRn1VQmrSPORNi2a5xnt,Clean,Love Letters,Janelane,2024-04-12,204236,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.428,0.895,11.0,-4.014,1.0,0.0374,1.01e-05,0.474,0.347,0.336,98.084,4.0,10
277I3Gxektsxl63r2AOHPY,Crush Me,Love Letters,Janelane,2024-04-12,186473,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.531,0.737,1.0,-5.197,1.0,0.0251,0.002,1.01e-05,0.0991,0.618,97.478,4.0,10
2KZn1WuH5SabjTEZ3S52vt,Think I'd Be Fine Without You,Love Letters,Janelane,2024-04-12,122160,10,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.281,0.938,0.0,-5.754,1.0,0.0527,1.06e-06,0.000459,0.72,0.663,179.972,4.0,10
1GJp4q2oCFD7MIdPCkXdgZ,Your Own Ride Home,Love Letters,Janelane,2024-04-12,211684,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.51,0.829,9.0,-3.496,1.0,0.0284,0.0964,2.5e-05,0.134,0.545,130.009,4.0,10
17oZ91UX31zViWeiIwmKFt,Since I Lost You,Love Letters,Janelane,2024-04-12,231944,1,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T00:46:03Z,socal indie,Kingfisher Bluez,0.315,0.404,10.0,-7.2,1.0,0.0291,0.785,0.0336,0.132,0.112,82.287,4.0,10
0tduSYti0mY7p8j5AIO4Pg,I'm Back,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,179791,52,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.584,0.463,0.0,-10.142,1.0,0.0379,0.919,0.00112,0.0952,0.348,131.032,4.0,20
6LK3rmeoEfVYtH8B6qbwZg,DOING IT AGAIN BABY,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,145272,51,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.579,0.898,5.0,-5.221,1.0,0.0432,0.00616,5.25e-06,0.425,0.76,129.959,4.0,20
49oNAMh9RBScs4HXZJgvgl,Too Much,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,183473,56,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.53,0.609,5.0,-5.977,0.0,0.0625,0.233,7.75e-06,0.108,0.378,161.973,4.0,20
2X05EASOuBv6aRQRJoGI1i,Phantom Pain,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,171745,46,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.358,0.832,4.0,-5.476,1.0,0.0961,0.0471,3.85e-06,0.29,0.282,155.167,4.0,20
34qaGPDvfWqp3F4iD5nGhf,You Need Me Now? (feat. Sabrina Carpenter),I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,186377,66,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie,pop",Columbia,0.543,0.854,7.0,-4.4,0.0,0.172,0.00397,0.0,0.0335,0.644,144.037,4.0,20
0OAye4UT21h2iC72vGVuqC,A Night To Remember,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,170107,49,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.48,0.577,0.0,-10.167,1.0,0.119,0.386,0.00137,0.113,0.162,149.801,4.0,20
5ZNxEg7CJo2zSdOXLrv1kW,Pick Me,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,182913,45,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.477,0.402,10.0,-7.7,1.0,0.0305,0.307,7e-06,0.291,0.23,132.805,4.0,20
43bVi48NVZVDClxsXksTtC,Ugly Side,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,174847,45,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.622,0.593,0.0,-7.464,1.0,0.0472,0.0996,0.00565,0.115,0.688,89.962,4.0,20
1WFNU6zWFu5BpSiQOAVTAO,New Love,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,172007,48,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.239,0.789,1.0,-6.203,1.0,0.0421,0.00662,0.00831,0.488,0.358,79.375,4.0,20
66ex88O0p8fmw7ShFLlmmC,★★★★★,I'M DOING IT AGAIN BABY!,girl in red,2024-04-12,109919,43,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"bedroom pop,indie pop,norwegian indie,pov: indie",Columbia,0.573,0.734,0.0,-9.138,0.0,0.16,0.0816,0.00398,0.0643,0.54,128.767,4.0,20
52heaCwpuLeHaCAyuG3Z3o,Dedicated to the Dedicated,Our Brand Could Be Yr Life,BODEGA,2024-04-12,204053,26,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.669,0.799,1.0,-6.276,1.0,0.0315,0.0987,0.0112,0.149,0.936,131.04,4.0,15
5c1InKq86EAgiLkhExZobH,G.N.D. Deity,Our Brand Could Be Yr Life,BODEGA,2024-04-12,156120,22,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.807,0.804,10.0,-6.128,0.0,0.033,0.134,0.000242,0.13,0.967,132.971,4.0,15
3mfaMlWYwT0yhZx7sPhcPN,Bodega Bait,Our Brand Could Be Yr Life,BODEGA,2024-04-12,146226,17,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.519,0.732,6.0,-5.149,1.0,0.033,0.0144,0.754,0.701,0.727,127.005,4.0,15
7cqxZ9tQEgKALat2J1XJcr,Tarkovski,Our Brand Could Be Yr Life,BODEGA,2024-04-12,273466,28,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.541,0.792,6.0,-6.272,1.0,0.0273,0.00485,0.0597,0.128,0.645,139.04,4.0,15
0YsDTpcknJ5FL8GROLYsAh,Major Amberson,Our Brand Could Be Yr Life,BODEGA,2024-04-12,139333,15,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.297,0.555,3.0,-5.78,0.0,0.0311,0.417,0.897,0.112,0.512,205.569,4.0,15
0S0GscCnMEPjkPzNqOLmvc,Stain Gaze,Our Brand Could Be Yr Life,BODEGA,2024-04-12,236306,16,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.402,0.692,1.0,-7.012,1.0,0.033,4.42e-05,0.0551,0.34,0.488,175.966,4.0,15
2ALz9HEJy2bpaK3PnAt2IP,Webster Hall,Our Brand Could Be Yr Life,BODEGA,2024-04-12,138973,14,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.651,0.678,11.0,-7.018,1.0,0.0248,0.337,0.471,0.114,0.926,100.983,4.0,15
4jkJUXrUF5t0jDFDOjOybf,ATM,Our Brand Could Be Yr Life,BODEGA,2024-04-12,160346,22,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.728,0.855,5.0,-5.523,0.0,0.0518,0.0404,0.000169,0.221,0.918,94.4,4.0,15
2IllQNsRdDCPumbOZUHGM8,Set the Controls for the Heart of the Drum,Our Brand Could Be Yr Life,BODEGA,2024-04-12,132000,14,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.585,0.759,11.0,-8.414,1.0,0.0602,0.171,0.565,0.0752,0.721,104.509,4.0,15
2gbDCJHxB678XwTGFziwou,Protean,Our Brand Could Be Yr Life,BODEGA,2024-04-12,117880,13,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.642,0.791,1.0,-6.295,1.0,0.029,0.542,0.502,0.142,0.842,124.001,4.0,15
7jU6a8v0e4gFI0Rcf2Zy8e,Born Into by what Consumes,Our Brand Could Be Yr Life,BODEGA,2024-04-12,75506,12,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.484,0.383,11.0,-9.749,1.0,0.0298,0.509,0.912,0.132,0.0858,117.228,4.0,15
6eqwjBIHE3xLEjOKt0qxIc,Cultural Consumer I,Our Brand Could Be Yr Life,BODEGA,2024-04-12,154413,13,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.578,0.808,6.0,-5.671,1.0,0.0305,0.247,0.744,0.311,0.552,109.003,4.0,15
6C4Dm2OQgMZiisKITsCLhE,Cultural Consumer II,Our Brand Could Be Yr Life,BODEGA,2024-04-12,99626,13,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.675,0.709,6.0,-6.127,1.0,0.0273,0.25,0.145,0.299,0.88,120.067,4.0,15
4SXo3ZDmPSLDwr3kAVriVv,Cultural Consumer III,Our Brand Could Be Yr Life,BODEGA,2024-04-12,242386,21,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.523,0.742,6.0,-6.903,1.0,0.0372,0.141,0.00159,0.12,0.951,169.412,4.0,15
6sjpsb5AVEyGLdsLDm8DTX,City Is Taken,Our Brand Could Be Yr Life,BODEGA,2024-04-12,213293,25,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,"canadian psychedelic rock,crank wave",Chrysalis Records,0.666,0.805,0.0,-8.331,0.0,0.0312,0.48,0.214,0.107,0.623,120.063,4.0,15
6QHADvc7lup5iv6Wl7KIQs,Let Me In,Bad Bad Hats,Bad Bad Hats,2024-04-12,197240,21,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.757,0.741,6.0,-3.669,1.0,0.057,0.107,0.0501,0.0604,0.897,105.976,4.0,10
6ieFgeeg53qfdnV4G44atu,TPA,Bad Bad Hats,Bad Bad Hats,2024-04-12,205200,18,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.797,0.704,11.0,-5.484,0.0,0.047,0.0279,0.00101,0.331,0.859,126.007,4.0,10
1X8YxT9RJD9b4vBJmpgUes,Bored In The Summer,Bad Bad Hats,Bad Bad Hats,2024-04-12,189840,23,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.744,0.849,6.0,-4.608,0.0,0.0464,0.0221,0.0318,0.188,0.957,124.011,4.0,10
1ewnuK18UWVLLSHhl31SA8,Back To My Body,Bad Bad Hats,Bad Bad Hats,2024-04-12,174280,16,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.868,0.36,9.0,-11.838,0.0,0.0703,0.732,0.0482,0.0659,0.6,118.041,4.0,10
4SNIAVPYiZN7tUEkttoJpu,The New Stuff,Bad Bad Hats,Bad Bad Hats,2024-04-12,249106,15,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.695,0.914,2.0,-4.489,1.0,0.052,0.00357,0.47,0.585,0.939,132.005,4.0,10
0yF9iUyvpbURAvnuV5XwrP,Lay Low,Bad Bad Hats,Bad Bad Hats,2024-04-12,213920,17,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.641,0.59,0.0,-7.308,1.0,0.136,0.272,0.0103,0.247,0.591,173.169,4.0,10
1q3I53OlD1Vu50Ku6kPlMU,My Heart Your Heart,Bad Bad Hats,Bad Bad Hats,2024-04-12,168066,26,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.717,0.773,2.0,-3.976,1.0,0.0527,0.013,0.346,0.0586,0.82,133.04,4.0,10
7KjxJ3f5NOCezUL7MVUuJ8,Meter Run,Bad Bad Hats,Bad Bad Hats,2024-04-12,170266,20,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.739,0.859,3.0,-4.316,1.0,0.0903,0.0518,0.000101,0.0545,0.764,124.088,4.0,10
3kB5n40yomuHHnS2lDZC1x,Lime Green,Bad Bad Hats,Bad Bad Hats,2024-04-12,201600,15,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.704,0.792,10.0,-2.936,1.0,0.0737,0.191,4.47e-06,0.313,0.92,137.985,4.0,10
1xRYvWKTh4KP5O2hQqruts,Happy,Bad Bad Hats,Bad Bad Hats,2024-04-12,178260,14,mmr4r23xnc6oh1c77lysfbqg4,2024-04-16T13:26:20Z,minneapolis indie,Don Giovanni Records,0.735,0.412,9.0,-8.668,1.0,0.0494,0.854,0.00104,0.182,0.548,88.989,4.0,10
0a4Xp4UKqigsiSSqKhbJAT,Cover Girl,Hypocrite,Stephanie Lambring,2024-04-19,189730,3,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.692,0.277,10.0,-11.962,0.0,0.133,0.181,0.00238,0.108,0.0973,189.933,4.0,10
1vhBBLevtUPiAHpNFLty0k,Good Mother,Hypocrite,Stephanie Lambring,2024-04-19,234120,5,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.409,0.126,3.0,-13.465,1.0,0.0366,0.868,0.0,0.0961,0.152,117.707,3.0,10
5OXGNeOxWwe8BXMnzejwyr,Purity Ring,Hypocrite,Stephanie Lambring,2024-04-19,200703,3,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.673,0.5,8.0,-9.515,0.0,0.0301,0.122,0.000488,0.093,0.139,103.001,4.0,10
2Q00JYtRFEhxoLdpHMR9qA,Jasper,Hypocrite,Stephanie Lambring,2024-04-19,229444,3,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.51,0.157,9.0,-11.777,1.0,0.0432,0.655,0.0,0.113,0.309,141.663,4.0,10
7pHVvKn1YgIwtmFEMCz5Vj,Mirror,Hypocrite,Stephanie Lambring,2024-04-19,126395,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.661,0.463,8.0,-7.546,0.0,0.0244,0.0216,2.31e-05,0.111,0.267,104.029,4.0,10
1S2hbtZOh6dszHRXCDWtjh,Hospital Parking,Hypocrite,Stephanie Lambring,2024-04-19,211797,3,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.698,0.304,1.0,-9.441,1.0,0.05,0.354,0.0,0.0747,0.0949,119.842,4.0,10
1Q7tom7W9j9ZZY9rXsYVBv,Prayer,Hypocrite,Stephanie Lambring,2024-04-19,234399,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.766,0.231,10.0,-13.204,1.0,0.0912,0.195,5.45e-05,0.189,0.134,75.458,4.0,10
3H3z3PaFKgsCQ9TgdGcIlr,Filler,Hypocrite,Stephanie Lambring,2024-04-19,167957,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.466,0.218,8.0,-11.495,1.0,0.031,0.839,0.00134,0.116,0.129,71.91,4.0,10
6cNLb0OvtHeErtkbeyPIai,Two-Faced,Hypocrite,Stephanie Lambring,2024-04-19,199178,5,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.557,0.691,7.0,-5.822,0.0,0.031,0.0031,0.0,0.205,0.321,142.115,4.0,10
3mnrtV6NXRnHo9Rfvemakt,Confessional,Hypocrite,Stephanie Lambring,2024-04-19,111445,2,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T15:16:16Z,nashville singer-songwriter,Almost Autonomous Records,0.503,0.27,3.0,-12.845,1.0,0.0283,0.767,0.0,0.14,0.29,145.139,4.0,10
29xRUaJrvW1HD8qLrwZAQP,Cadence £∞™.mp3,ROLLERCOASTER,Cadence Weapon,2024-04-19,78000,0,mmr4r23xnc6oh1c77lysfbqg4,2024-04-23T16:01:00Z,"alberta hip hop,canadian hip hop,experimental hip hop",MNRK Music Group,0.375,0.332,0.0,-13.873,1.0,0.0362,0.864,0.0,0.317,0.863,209.22,5.0,14
